resp_id,item_code,q_no,scale_group,item_text,score
2363,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2364,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2365,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2366,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2367,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2368,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2369,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2370,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],6.0
2371,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2372,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2373,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2374,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],
2375,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2376,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2377,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2378,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2379,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2380,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2381,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2382,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2383,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2384,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2385,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2386,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2387,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],7.0
2388,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2389,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2390,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2391,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2392,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2393,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2394,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2395,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2396,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2397,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2398,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2399,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2400,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2401,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2402,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],
2403,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2404,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2405,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2406,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2407,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2408,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2409,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2410,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2411,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2412,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],6.0
2413,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2414,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2415,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2416,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2417,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2418,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2419,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2420,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],6.0
2421,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2422,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2423,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2424,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2425,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2426,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2427,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2428,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2429,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2430,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2431,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2432,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2433,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2434,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2435,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2436,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2437,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2438,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2439,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2440,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2441,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2442,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2443,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],6.0
2444,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2445,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],6.0
2446,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2447,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2448,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2449,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2450,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2451,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2452,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2453,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2454,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2455,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2456,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2457,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2458,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2459,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],6.0
2460,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],7.0
2461,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2462,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2463,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2464,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2465,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2466,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],6.0
2467,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2468,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2469,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2470,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2471,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2472,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2473,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2474,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2475,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2476,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2477,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2478,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2479,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2480,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2481,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2482,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2483,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2484,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2485,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],7.0
2486,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2487,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2488,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2489,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2490,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2491,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2492,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2493,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2494,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2495,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2496,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2497,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2498,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2499,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2500,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2501,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2502,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2503,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2504,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2505,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2506,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2507,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2508,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2509,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2510,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2511,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2512,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],6.0
2513,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2514,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2515,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2516,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2517,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2518,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2519,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2520,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2521,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2522,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2523,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2524,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2525,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2526,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2527,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2528,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2529,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2530,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2531,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2532,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2533,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2534,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2535,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2536,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2537,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],6.0
2538,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2539,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2540,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2541,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2542,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2543,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2544,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2545,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],6.0
2546,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2547,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2548,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2549,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2550,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2551,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2552,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2553,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2554,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2555,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2556,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2557,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2558,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2559,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2560,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2561,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2562,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],6.0
2563,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2564,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2565,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2566,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2567,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2568,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],7.0
2569,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],6.0
2570,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2571,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2572,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2573,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2574,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2575,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2576,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2577,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2578,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2579,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2580,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2581,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2582,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2583,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2584,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2585,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2586,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2587,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2588,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],7.0
2589,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2590,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2591,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2592,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2593,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2594,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],7.0
2595,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2596,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2597,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],6.0
2598,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2599,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2600,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2601,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2602,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2603,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2604,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2605,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2606,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2607,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2608,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2609,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2610,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2611,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2612,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2613,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2614,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2615,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2616,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2617,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2618,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2619,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2620,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2621,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2622,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2623,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2624,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2625,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2626,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2627,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2628,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2629,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2630,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2631,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2632,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2633,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2634,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2635,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2636,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2637,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2638,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2639,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2640,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2641,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2642,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2643,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2644,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2645,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2646,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2647,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2648,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2649,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2650,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2651,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2652,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2653,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2654,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2655,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2656,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2657,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2658,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2659,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2660,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2661,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2662,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2663,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2664,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2665,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2666,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2667,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],6.0
2668,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2669,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2670,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2671,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2672,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2673,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2674,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2675,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
2676,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2677,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2678,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],3.0
2679,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2680,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2681,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2682,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2683,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2684,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],2.0
2685,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],5.0
2686,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],4.0
2687,v099_num,Q35.c,Q35,My university offers adequate one-to-one mental health support [numeric],1.0
